t;ax;ay;az;gx;gy;gz;v;h;accelStatus;baroStatus
s;m/s^2;m/s^2;m/s^2;deg/s;deg/s;deg/s;m/s;m;;
9.96;-8.36;5.3;-9.67;-7;-5;-2;-82.3142;-6.99;1;1
9.985;6.77;-1.27;-15.66;-13;1;25;-82.7057;-6.97;1;1
10.041;4.17;0.18;-13.75;-1;-13;60;-83.4757;-6.89;1;1
10.066;5.81;0.49;-16.91;-6;-20;41;-83.8985;-6.89;1;1
10.092;12.45;3.7;-17.64;-17;15;36;-84.35709999999999;-6.86;1;1
10.118;9.14;-0.68;-18.57;-42;-10;38;-84.8399;-6.83;1;1
10.143;6.47;0.38;-17.05;-29;-32;50;-85.26620000000001;-6.79;1;1
10.169;5.86;-0.84;-16.46;-6;-20;53;-85.69409999999999;-6.78;1;1
10.202;4.47;-0.14;-17.14;-5;-9;94;-86.2598;-6.73;1;1
10.231;7.84;-0.84;-18.03;22;-26;120;-86.7826;-6.73;1;1
10.261;16.12;1.03;-17.86;52;48;101;-87.3184;-6.71;1;1
10.291;6.29;-3.44;-16.25;26;34;91;-87.80590000000001;-6.69;1;1
10.326;3.88;-2.11;-16.16;-1;66;78;-88.3715;-6.65;1;0
10.352;6.05;0.42;-16.01;3;18;46;-88.7878;-6.62;1;1
10.378;3.44;-4.86;-14.76;-38;-26;21;-89.1716;-6.59;1;1
10.403;5.17;-2.64;-11.36;-69;-11;-20;-89.4442;-6.55;1;1
10.428;5.82;0.16;-16.75;-112;12;-32;-89.8797;-6.55;1;1
10.453;7.21;-3.2;-18.68;-112;3;-28;-90.3467;-6.51;1;1
10.479;4.28;-1.71;-16.86;-91;-4;-34;-90.785;-6.46;1;1
10.504;5.97;-0.12;-17.41;-70;3;-66;-91.22030000000001;-6.45;1;1
10.529;7.11;-1.4;-17.91;-41;10;-66;-91.6681;-6.45;1;1
10.555;10.18;-5.52;-18.07;9;75;-37;-92.1379;-6.40;1;1
10.588;4.64;0.89;-15.48;40;59;-5;-92.6487;-6.38;1;1
10.613;7.69;-1.8;-16.97;47;61;-25;-93.073;-6.35;1;1
10.639;8.05;-1.12;-16.99;40;55;-33;-93.51469999999999;-6.30;1;1
10.663;7.57;-3.11;-16.11;19;26;-12;-93.90129999999999;-6.30;1;1
10.689;7.05;-1.61;-15.74;3;0;4;-94.3106;-6.28;1;1
10.715;7.32;0.28;-16.94;0;-4;-9;-94.751;-6.25;1;1
10.742;6.79;1.04;-17.47;14;-3;-49;-95.2227;-6.22;1;1
10.768;6.85;-0.71;-17.02;16;-13;-61;-95.6652;-6.22;1;1
10.795;6.73;-3.23;-16.3;3;-36;-15;-96.1053;-6.19;1;1
10.821;6.59;-0.76;-15.86;0;-46;16;-96.5177;-6.18;1;1
10.854;6.33;-0.08;-16.15;2;-40;-10;-97.05059999999999;-6.16;1;1
10.879;6.92;-1.58;-16.33;-3;-41;14;-97.4589;-6.15;1;1
10.905;4.35;-1.43;-16.01;-6;-40;59;-97.8752;-6.14;1;1
10.93;4.96;0.83;-17.11;-6;-22;54;-98.30290000000001;-6.14;1;1
10.955;5.09;0.83;-17.45;4;-5;27;-98.7392;-6.12;1;1
10.981;5.98;-0.53;-18.32;14;4;20;-99.21549999999999;-6.10;1;1
11.005;6.28;-1.01;-18.52;6;11;34;-99.66;-6.09;1;1
11.031;6.91;-1.04;-18.92;1;6;62;-100.15190000000001;-6.09;1;1
11.056;6.36;-0.86;-18.3;16;-14;78;-100.60940000000001;-6.06;1;1
11.081;5.83;-1.24;-17.48;22;-37;71;-101.04639999999999;-6.03;1;1
11.107;5.44;-1.72;-17.5;-5;-51;51;-101.50139999999999;-6.03;1;1
11.141;5.34;-2.08;-18.02;-34;-73;55;-102.1141;-6.03;1;1
11.165;5.53;-1.44;-19.42;-12;-78;67;-102.5801;-6.03;1;1
11.191;6.08;-0.79;-20.23;29;-76;62;-103.10610000000001;-6.02;1;1
11.216;5.35;-2.29;-19.6;55;-75;62;-103.5961;-6.02;1;1
11.242;3.97;-3.36;-18.6;54;-66;87;-104.07969999999999;-6.02;1;1
11.268;4.26;-3.35;-19.53;54;-42;104;-104.5875;-6.02;1;1
11.292;4.27;-3.62;-18.86;56;-21;100;-105.0401;-6.02;1;1
11.326;3.74;-4.25;-18.11;37;-11;115;-105.6559;-6.02;1;1
11.356;3.25;-3.91;-18.7;38;-3;115;-106.21690000000001;-5.99;1;1
11.399;3.38;-5.06;-18.49;47;-5;87;-107.012;-6.00;1;1
11.426;2.25;-5.47;-17.47;39;-18;96;-107.48360000000001;-6.00;1;1
11.452;1.19;-5.13;-17.38;15;-5;75;-107.93549999999999;-6.00;1;1
11.477;1.13;-4.81;-17.65;-4;19;39;-108.3768;-6.00;1;1
11.502;1.24;-5.16;-17.54;-9;32;12;-108.81530000000001;-6.00;1;1
